id,text,label,clean_text,reference_time
UgzpWVT2UHogW9268Kd4AaABAg,আমার মতো ২০২৫ এ এসে কে কে শুনছেন 😊,1,আমার মতো ২০২৫ এ এসে কে কে শুনছেন,2025-02-02T08:50:41Z
Ugzm6UUBqpVh8qfqjFd4AaABAg,হয়তো আমি থাকবো না আমি এই কমেন্ট করে রেখে গেলাম।২২/১১/২০২৪,1,হয়তো আমি থাকবো না আমি এই কমেন্ট করে রেখে গেলাম।২২/১১/২০২৪,2024-11-22T12:41:13Z
UgyH-owBaX3JDjVkDix4AaABAg,২০২৫ এসে দেকে গেলাম,1,২০২৫ এসে দেকে গেলাম,2025-04-18T01:05:33Z
UgyCh6cNDQJQVnv08pd4AaABAg,খুব সুন্দর এই গানগুলি বার বার শুনার ইচ্ছে হয়।,1,খুব সুন্দর এই গানগুলি বার বার শুনার ইচ্ছে হয়।,2025-09-01T06:00:33Z
UgxbgzyJb0pwsWwt3Zd4AaABAg,১৮ আগষ্ট মাসে ২০২৫ গান গুলো শুনে গেলাম৷ খুব ভালো লাগলো,1,১৮ আগষ্ট মাসে ২০২৫ গান গুলো শুনে গেলাম৷ খুব ভালো লাগলো,2025-08-18T02:45:52Z
Ugwuw4WsfCqF-1tWe6x4AaABAg,সেই ছোটো কাল থেকে গান গুলি শুনি খুব ভালো লাগে আমার কাছে,1,সেই ছোটো কাল থেকে গান গুলি শুনি খুব ভালো লাগে আমার কাছে,2025-11-06T06:25:57Z
UgwrqIa4DG4Ys6WGbjh4AaABAg,"মনটা জুরিয়ে যায়,,, আমি থাকবোনা হইতো এই কমেন্টটা থাকবে৫/১/২৫",1,"মনটা জুরিয়ে যায়,,, আমি থাকবোনা হইতো এই কমেন্টটা থাকবে৫/১/২৫",2025-01-05T13:57:51Z
UgyusZtT3Wdj6-plVC94AaABAg,এই গান গুলো যত শুনি ততোই ভালো লাগে ❤❤❤❤,0,এই গান গুলো যত শুনি ততোই ভালো লাগে,2024-09-13T09:57:00Z
UgwtC4EpLtWaqEO_wcN4AaABAg,সৃতি হয়ে থাকবে গান গুলো চিরকাল ❤,1,সৃতি হয়ে থাকবে গান গুলো চিরকাল,2025-05-08T05:33:57Z
Ugzdu78jiPWQ9qwlttN4AaABAg,"দারুণ লাগলো, অনেক অভিনন্দন আমার পক্ষ থেকে অবিরাম অন্তহীন 
আমি স্বশিক্ষিত গীতিকার ও সুরকার 
মানুষ মানুষের জন্য  জীবন জীবনের জন্য",0,"দারুণ লাগলো, অনেক অভিনন্দন আমার পক্ষ থেকে অবিরাম অন্তহীন আমি স্বশিক্ষিত গীতিকার ও সুরকার মানুষ মানুষের জন্য জীবন জীবনের জন্য",2023-06-11T08:31:06Z
UgwWXr3BvJWEMPHZ2FN4AaABAg,"এমন গান  বেঁচে  থাকুক চিরদিন  !!,",1,"এমন গান বেঁচে থাকুক চিরদিন !!,",2023-02-06T10:03:35Z
UgyJlM1mf-v3KVqiz1d4AaABAg,এই গান টা শুনলে কলিজায় আঘাত বাড়ে।,1,এই গান টা শুনলে কলিজায় আঘাত বাড়ে।,2024-12-29T17:53:36Z
Ugw5Ii7S0cNK8mcowlJ4AaABAg,এই গান গুলো শুনলে মনে হয় এই দুনিয়া কিছুই না। তবু দুনিয়া নিয়া পড়ে থাকি কোনো লাভ নাই।,0,এই গান গুলো শুনলে মনে হয় এই দুনিয়া কিছুই না। তবু দুনিয়া নিয়া পড়ে থাকি কোনো লাভ নাই।,2024-07-04T12:35:36Z
UgwIPmHmG1ShT7AVq_p4AaABAg,অনেক আনন্দ পেলাম গান শুনতে পেয়ে,0,অনেক আনন্দ পেলাম গান শুনতে পেয়ে,2024-09-07T16:32:08Z
UgxRwKgXZMyo-heCwpF4AaABAg,"২০২৫সালের১৭জানুয়ারী শুনলাম গানটি , জানি না কেহ আমার রেখে যাওয়া স্মৃতি দেখবে কতোদিন পরে 😢",1,"২০২৫সালের১৭জানুয়ারী শুনলাম গানটি , জানি না কেহ আমার রেখে যাওয়া স্মৃতি দেখবে কতোদিন পরে",2025-01-16T18:55:59Z
Ugz71MEsY2cooXV9VU14AaABAg,নভেম্বর সাত।তারিখ।আমিসুনচি।দুই।হাজার।চব্বিশ। সাল।সুনচি,1,নভেম্বর সাত।তারিখ।আমিসুনচি।দুই।হাজার।চব্বিশ। সাল।সুনচি,2024-11-07T04:28:38Z
UgzyLZGd5BrqLDnqiEN4AaABAg,অসাধারণ  গান শুনে  মূগ‍ধ হলাম 03::07::2023ইং তারিখে প্রভাস থেকে  দোহা কাতার এখন রাত9:30 মিনিট সময়,1,অসাধারণ গান শুনে মূগধ হলাম 03::07::2023ইং তারিখে প্রভাস থেকে দোহা কাতার এখন রাত9:30 মিনিট সময়,2023-07-03T18:34:19Z
UgzcTjImHp_pnVww-h94AaABAg,খর কোটার একটা বাসা বাদলাম গানটা অনেক সুন্দর ❤❤,1,খর কোটার একটা বাসা বাদলাম গানটা অনেক সুন্দর,2025-02-27T16:38:44Z
Ugyhk2f0Uj0gAilHT214AaABAg,অসাধারণ ❤ ভালো বলতে আর কোন ভাষা আমার জানা নাই,1,অসাধারণ ভালো বলতে আর কোন ভাষা আমার জানা নাই,2025-09-28T08:28:49Z
